id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
628847,Trap House,Trap House,2025,2025-11-14,6.497,158,120.4269,en,"À El Paso, au Texas, un agent infiltré de la DEA et son partenaire se lancent dans un jeu du chat et de la souris avec un groupe de voleurs audacieux : leurs propres adolescents rebelles. Les ados ont décidé de voler de l'argent à un dangereux cartel en utilisant les tactiques de leurs parents et leurs informations top secrètes.",False
1511417,"La Légende de Baahubali, l’épopée – Version Director’s Cut",Baahubali: The Epic,2025,2025-10-29,5.7,22,115.5531,te,"Sauvé des eaux à la naissance, Shiva développe en grandissant une force prodigieuse et un courage exceptionnel. Parvenu à l’âge adulte, il décide d’escalader la vertigineuse cascade qui domine son village. Il découvre au sommet un monde inconnu et fait la rencontre d’Avanthika, une guerrière rebelle qui lutte pour libérer la reine Devasena, prisonnière de l’empire de Mahishmati. Fasciné par la détermination de la jeune femme, Shiva décide de lui venir en aide, ignorant encore ses propres liens avec ce royaume – dont il est en réalité le prince héritier : Baahubali.",False
1419406,The Shadow's Edge,捕风追影,2025,2025-08-16,7.146,297,108.9707,zh,"Un mystérieux mafieux et ses 7 fils adoptifs manipulent et ridiculisent la police en piratant le système de surveillance ultramoderne de la ville, dans le but de récupérer une fortune en crypto-monnaie. La police devenue impuissante doit faire appel à un ancien expert qui va s’associer avec une jeune policière à laquelle il est lié par un secret qu’elle ignore. Une partie d’échec commence alors, où les cerveaux et la loyauté seront mis à l’épreuve.",False
1131759,Omniscient Reader: The Prophecy,전지적 독자 시점,2025,2025-07-23,6.722,45,105.772,ko,"KIM Dokja est l'unique lecteur du web-roman fantastique ""Les trois façons de survivre dans un monde en ruine"". Quand le roman devient la réalité, Dokja est le seul qui connaît comment l'histoire - et maintenant le monde réel - se termine. Avec ses compagnons, il s'efforce de sauver le monde en écrivant un nouveau chapitre et en changeant la fin.",False
425274,Insaisissables 3,Now You See Me: Now You Don't,2025,2025-11-12,6.575,896,103.9344,en,"Les Cavaliers sont de retour pour le braquage le plus impressionnant jamais imaginé ! Accompagnés d'un groupe de jeunes magiciens qui espèrent suivre leur trace, ils vont devoir repousser les limites de l'illusion pour orchestrer leur tour le plus spectaculaire : dérober le joyau le plus précieux du monde des mains d'une redoutable organisation criminelle…",False
1208348,Rental Family,Rental Family,2025,2025-11-20,7.9,152,103.1799,en,"Campé dans le Tokyo d’aujourd’hui, un acteur américain en crise professionnelle, embauché par une agence japonaise de « famille à louer », un emploi étrange qui lui fait jouer différents rôles auprès de parfaits inconnus. Plongeant dans le monde ses clients, il commence à former de véritables liens qui brouillent la frontière entre la fiction et la réalité. Face aux questions morales soulevées par son travail, il redécouvre un but, un sentiment d’appartenance et la beauté discrète des connexions humaines.",False
1272837,28 ans plus tard : Le Temple des morts,28 Years Later: The Bone Temple,2026,2026-01-14,7.029,104,96.3689,en,"Le docteur Kelson noue une relation aussi troublante qu'inattendue dont les répercussions sont susceptibles de bouleverser le monde. De l'autre côté, la rencontre entre Spike et Jimmy Crystal tourne au cauchemar.",False
1512623,Risqué,Risqué,2025,2025-08-01,7.544,45,95.7737,en,,False
1034716,People We Meet on Vacation,People We Meet on Vacation,2026,2026-01-06,7.146,256,94.5774,en,"Poppy, l'esprit libre. Alex, le casanier. Compagnons de voyage depuis longtemps, ces deux amis improbables se demandent s'ils ne formeraient pas le couple parfait.",False
1301122,Erbsünde - Veil of Sin,Erbsünde - Veil of Sin,2024,2024-10-13,5.357,14,90.1256,en,,False
982843,Submersion,대홍수,2025,2025-09-18,6.029,494,88.736,ko,"Alors que l'Apocalypse menace la Terre, une lutte à la vie à la mort dans un appartement submergé par les eaux devient rapidement le seul espoir de subsister pour l'humanité.",False
1228246,Five Nights at Freddy's 2,Five Nights at Freddy's 2,2025,2025-12-03,6.8,613,87.6552,en,"Un an s’est écoulé depuis le cauchemar surnaturel survenu chez Freddy Fazbear's Pizza. Un effroyable nouveau chapitre d'horreur s'ouvre lorsqu’Abby, la sœur de Mike, ancien agent de sécurité, s'échappe à la recherche de ses amis animatroniques : Freddy, Bonnie, Chica et Foxy. Alors que de terrifiants événements se déclenchent, de sombres secrets sur les véritables origines de Freddy sont révélés, libérant une horreur oubliée depuis des décennies.",False
1255674,Vieja loca,Vieja loca,2025,2025-10-10,5.4,10,81.7317,es,,False
1491902,Bang,ปัง,2025,2025-07-11,6.411,45,80.3615,th,"Un tueur à gages impitoyable qui, après avoir échappé de peu une tentative fatale sur sa vie, trahit son gang dans le but de trouver le pardon mais finit par devenir lui-même une cible.",False
1054867,Une bataille après l'autre,One Battle After Another,2025,2025-09-23,7.437,2456,79.8042,en,"Bob Ferguson est un ancien révolutionnaire paranoïaque et désabusé, qui a jadis œuvré avec son ex, Perfidia, au sein du French 75, un groupe militant voué au renversement du gouvernement américain. Seize ans plus tard, Bob vit seul avec sa fille, Willa, quand celle-ci disparaît soudainement. Bob soupçonne son vieil ennemi d’antan, le Colonel Steven J. Lockjaw, d’être responsable de sa disparition. Il décide alors de renouer avec ses anciens frères d’armes pour retrouver sa fille, quitte à confronter les fantômes de son passé.",False
1181765,Die Schule der magischen Tiere 3,Die Schule der magischen Tiere 3,2024,2024-09-26,6.2,23,78.1337,de,,False
1137179,야당,야당,2025,2025-04-16,7.0,33,75.1125,ko,,False
1439112,Muzzle: City of Wolves,Muzzle: City of Wolves,2025,2025-11-13,6.793,92,74.2013,en,"L'officier du LAPD Jake Rosser s'efforce de mener une vie paisible avec sa famille et l'officier retraité du K-9, Socks. Cependant, la tranquillité se transforme en chaos lorsqu'un gang les cible lors d'une attaque brutale. Aux côtés de son nouveau partenaire Argos, Jake se lance dans une quête incessante de justice, déterminé à protéger ses proches.",False
533533,Tron : Ares,TRON: Ares,2025,2025-10-08,6.543,1021,74.0967,en,"Julian, directeur de Dillinger System, a créé avec l’IA Arès un supersoldat humanoïde sans sensations, version vivante de son programme de sécurité. Mais ce prototype 3D se désintègre après 30 minutes. Eve Kim, programmeuse et PDG de la firme rivale Encom, découvre dans les archives du fondateur Kevin Flynn un code capable de rendre permanent tout élément généré par l’IA. Sur ordre de Julian, Arès passe dans le monde réel pour s’en emparer. Mais au contact d’Ève, qui œuvre à des projets écologiques et médicaux en mémoire de sa sœur, l’entité apprend la compassion et trahit son patron. Furieux, celui-ci lance à ses trousses Athéna, sa plus redoutable soldate virtuelle.",False
7451,xXx,xXx,2002,2002-08-09,6.0,4730,70.683,en,"Après une série de tests, Xander Cage dit « xXx », un spécialiste des sports extrêmes couvert de tatouages, est recruté par Augustus Gibbons, un agent de la National Security Agency (NSA), pour s’infiltrer dans une organisation criminelle et mettre fin à ses agissements. Dirigée par un certain Yorgi, celle‐ci se fait appeler « Anarchie 99 » et son siège se situe à Prague, en République tchèque. Gibbons est persuadé que Xander Cage réussira là où les espions conventionnels ont échoué.Ce dernier insiste toutefois pour accomplir cette mission à sa façon. Il se présente alors directement à Yorgi et se lie rapidement d’amitié avec lui, l’occasion pour Xander Cage de découvrir les terribles desseins de l’organisation.",False
1247002,The Old Woman with the Knife,파과,2025,2025-04-30,6.5,49,68.4914,ko,Une tueuse vieillissante rencontre un jeune protégé désireux d'apprendre le métier.,False
24428,Avengers,The Avengers,2012,2012-04-25,7.909,35168,67.754,en,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",False
803796,KPop Demon Hunters,KPop Demon Hunters,2025,2025-06-20,8.125,2237,65.067,en,"Quand elles ne remplissent pas les stades, Rumi, Mira et Zoey, superstars de la K-pop, utilisent leurs pouvoirs secrets pour protéger leurs fans de menaces surnaturelles.",False
1205229,Une Nuit Au Zoo,Night of the Zoopocalypse,2025,2025-01-23,6.601,69,64.8657,en,"Une nuit, une météorite s’écrase sur le zoo de Colepepper, libérant un virus qui transforme les animaux en mutants zombies baveux !Gracie, une jeune louve excentrique, s’associe avec Dan, un puma bourru et redoutable, pour trouver un moyen de retourner à sa meute. Alors que tout le zoo va être contaminé, ils doivent élaborer un plan pour que les animaux redeviennent eux-mêmes. Avec l’aide d’un groupe de survivants – Xavier, le lémurien cinéphile ; Frida, la capybara fougueuse ; Ash, l’autruche sarcastique et Félix, le singe perfide – ils se lancent dans une mission périlleuse pour vaincre les zombies, déterminés à répandre le virus au-delà des murs du zoo. Bienvenue dans l’horrible…. NUIT AU ZOO !",False
1223601,Sisu : Le Chemin de la vengeance,Sisu 2,2025,2025-10-21,7.435,466,64.5659,fi,"1946. Aatami Korpi retourne là où sa famille a été massacrée pendant la guerre. Il y démonte la maison familiale et la charge sur un camion, déterminé à la reconstruire en lieu sûr. Lorsque les Soviétiques apprennent son retour, l'assassin de sa famille met tout en œuvre pour en finir et tuer l'ancien soldat légendaire. Mais Aatami n’est pas surnommé « l'homme qui refuse de mourir » pour rien…",False
76600,Avatar : La Voie de l'eau,Avatar: The Way of Water,2022,2022-12-14,7.604,13542,64.5417,en,"Une dizaine d'années s'est écoulée depuis les précédents évènements survenus sur Pandora. Jake Sully et Neytiri sont devenus parents. Leur vie idyllique, proche de la nature, est menacée lorsque la « Ressources Développement Administration », dangereuse organisation non-gouvernementale, est de retour sur Pandora. Contraints de quitter leur habitat naturel, Jake et sa famille se rendent sur les récifs, où ils pensent trouver asile. Mais ils tombent sur un clan, les Metkayina, aux mœurs différentes des leurs.",False
1196067,Worldbreaker,Worldbreaker,2025,2025-10-30,6.3,58,61.982,en,Dans un futur proche où les conditions météorologiques extrêmes constituent une menace pour l'humanité tout entière. Un père et sa fille se cachent sur une île et se préparent à ce que le monde s'écroule.,False
840464,Greenland : Migration,Greenland 2: Migration,2026,2026-01-07,6.672,58,61.2566,en,"Après l'impact dévastateur d'une comète qui a réduit la Terre en ruines, la famille Garrity doit quitter la sécurité de son bunker au Groenland. Commence alors un périple pour leur survie et l'avenir de l'Humanité à travers un monde dévasté à la recherche d'un nouveau foyer.",False
1234731,Anaconda,Anaconda,2025,2025-12-24,6.0,160,60.5278,en,"Doug et Griff sont amis d'enfance et partagent depuis toujours un rêve un peu fou : réaliser leur propre remake de leur film préféré, le cultissime Anaconda. En pleine crise de la quarantaine, ils décident enfin de se lancer, et se retrouvent à tourner en plein cœur de l'Amazonie. Mais le rêve vire rapidement au cauchemar lorsqu'un véritable anaconda géant fait son apparition et transforme leur plateau déjà chaotique en un véritable piège mortel. Le film qu'ils meurent d'envie de faire ? Va être vraiment mortel...",False
1013446,Reflet dans un diamant mort,Reflet dans un diamant mort,2025,2025-06-25,6.1,58,58.0866,fr,"Suite à la disparition soudaine de sa voisine de chambre, un ancien agent secret, reclus dans un palace de la Côte d’Azur, s’imagine que ses ennemis jurés refont surface. Surtout la redoutable Serpentik, qu’il n’a jamais réussi à démasquer. Oscillant entre présent et passé, il remonte le film de sa vie, au risque de découvrir qu’il n’y tenait pas forcément le meilleur rôle. Et que les diamants sont loin d’être éternels…",False
1539104,JUJUTSU KAISEN : Exécution,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,2025,2025-11-07,5.6,77,57.9039,ja,"Un Rideau s’est abattu autour de Shibuya en pleine soirée d’Halloween et des milliers de personnes se retrouvent enfermées à l’intérieur. Satoru Gojo, le plus puissant exorciste, se rend sur place, mais il s’agit là d’un piège tendu par les maîtres des fléaux afin de le sceller dans une relique.  Yuji Itadori, avec ses camarades et de nombreux exorcistes de haut rang, se joint au combat, et des affrontements sans précédent l’attendent. C’est l’incident de Shibuya, à la suite duquel dix secteurs à travers le Japon deviennent de véritables nids à fléaux.  Tout cela fait partie du plan orchestré par Noritoshi Kamo, l’exorciste le plus maléfique de l’Histoire. Alors qu’une Traque meurtrière est lancée, l’exorciste de classe S Yuta Okkotsu reçoit pour mission d’exécuter Yuji pour ses crimes supposés.",False
19995,Avatar,Avatar,2009,2009-12-16,7.601,33273,57.8018,en,"Un marine paraplégique, envoyé sur la lune Pandora pour une mission unique, est tiraillé entre suivre ses ordres et protéger le monde qu'il considère dorénavant comme le sien.",False
1317288,Marty Supreme,Marty Supreme,2025,2025-12-19,8.026,133,57.7338,en,"New York, 1952. Marty Mauser, vendeur de chaussures pour son oncle, rêve de devenir champion mondial de tennis de table, une discipline sportive dans laquelle il excelle. C'est donc en volant dans la caisse du magasin qu'il parvient à se rendre à un tournoi mondial à Wembley, en Angleterre. Défait en finale par le Japonais Koto Kawaguchi, le jeune athlète juif attire l'attention de Kay Stone, une ex-star hollywoodienne qui devient sa maîtresse, et du riche mari de celle-ci. En proposant à Marty de participer à un match arrangé à Tokyo, ce dernier déclenche une cascade d'événements.",False
1445698,The Pearl Comb,The Pearl Comb,2025,2025-03-06,7.5,2,56.9888,en,"En 1893, l'attachante épouse d'un pêcheur des Cornouailles attire l'attention du corps médical : elle est la première personne à guérir quelqu'un de la tuberculose. Un médecin, déterminé à prouver que la place d'une femme est au foyer et non en médecine, est envoyé enquêter sur ce prétendu miracle, mais il découvrira la source de son pouvoir surnaturel.",False
1062722,Frankenstein,Frankenstein,2025,2025-10-17,7.697,2653,55.8231,en,"Fin du XVIIIe siècle. Victor Frankenstein, scientifique visionnaire et ambitieux, se consacre corps et âme à un projet dément : recréer la vie à partir de restes humains, et ainsi remporter sa conquête obsédée de la mort. Financé par un mécène aux obscures motivations, Victor finit par donner vie à sa créature. Mais, au lieu de l’aimer comme un fils, il la rejette et l’enferme. Rejetée et meurtrie, celle-ci finit par se retourner contre lui.",False
798645,Running Man,The Running Man,2025,2025-11-11,6.799,1002,55.3415,en,"Dans un futur proche, les participants du jeu télévisé Running Man sont traqués en direct par des chasseurs professionnels. Ils doivent survivre 30 jours sous les yeux d’un public avide de violence. Ben Richards, prêt à tout pour sauver sa fille malade, est forcé de participer par un producteur impitoyable. Mais son courage et sa révolte feront de lui le favori du public… et la pire menace du système.",False
1336189,Delivery Run,Delivery Run,2025,2025-09-10,5.683,30,55.2941,en,"Lee, un livreur de repas accro au jeu et lourdement endetté, effectue une livraison dans la campagne enneigée du Minnesota lorsqu'il est pris en chasse par un chasse-neige. Sans que Lee n'en connaisse la raison, le conducteur de l'engin semble vouloir l'éliminer. Débute alors une course poursuite périlleuse…",False
639988,Aucun autre choix,어쩔수가없다,2025,2025-09-24,7.753,435,55.2857,ko,"Cadre dans une usine de papier You Man-su est un homme heureux, il aime sa femme, ses enfants, ses chiens, sa maison.  Lorsqu’il est licencié, sa vie bascule, il ne supporte pas l’idée de perdre son statut social et la vie qui va avec.  Pour retrouver son bonheur perdu, il n’ a aucun  autre choix que d’éliminer tous ses concurrents…",False
1195518,La Dernière Chevauchée,The Unholy Trinity,2025,2025-06-13,6.4,132,55.2198,en,"Montana, années 1870. Avant son exécution, Isaac Broadway confie à son fils Henry, une tâche périlleuse : assassiner l'homme qui l'a piégé pour un crime qu'il n'a pas commis. Bien décidé à tenir sa promesse, Henry se rend dans la ville de Trinity, où il se retrouve pris en étau entre Gabriel Dove, le nouveau shérif de la ville, et un personnage mystérieux du nom de St. Christopher.",False
1371185,Sur un air de blues,Song Sung Blue,2025,2025-12-25,7.9,66,52.3917,en,"Milwaukee, Ohio, 1989. Mike, imitateur d'Elvis, fait la connaissance de Claire, une chanteuse de clubs abonnée au répertoire de Patsy Cline. Le coup de foudre réciproque amène cet alcoolique sobre et cette mère célibataire à former un groupe dédié au répertoire de Neil Diamond baptisé Lightning & Thunder. De kermesses locales en festivals, le duo est remarqué par Eddie Vedder, le leader du groupe Pearl Jam, qui l'invite à assurer la première partie de son spectacle à Milwaukee. Le triomphe qui s'ensuit est assombri par un terrible accident, qui coûte à Claire une de ses jambes, et plonge ces amoureux fous dans leur première crise de couple, sous l'oeil impuissant de leurs enfants respectifs.",False
1327881,Voice of Shadows,Voice of Shadows,2024,2024-09-17,4.6,13,50.8088,en,,False
1233413,Sinners,Sinners,2025,2025-04-16,7.498,3235,50.229,en,"Alors qu’ils cherchent à s’affranchir d’un lourd passé, deux frères jumeaux reviennent dans leur ville natale pour repartir à zéro. Mais ils comprennent qu’une puissance maléfique bien plus redoutable guette leur retour avec impatience.",False
1218925,Chainsaw Man – Le Film : L'arc de Reze,劇場版 チェンソーマン レゼ篇,2025,2025-09-19,8.302,616,49.6568,ja,"Après avoir mit hors d'état de nuire Katana Man, Denji se demande avec l'agitation de sa vie s'il a toujours un cœur. Il va faire la rencontre de Reze, une jeune femme qui semble s'intéresser à lui. Leur relation s'épanouit jusqu'à ce que la vraie nature de Reze se révèle. Il va livrer un combat périlleux guidé par l'amour mais qui sera explosif.",False
1387382,Hunting Season,Hunting Season,2025,2025-12-05,7.127,114,49.5611,en,Un père célibataire est prêt à tout pour protéger sa fille de 13 ans du monde corrompu qui l'entoure.,False
1033462,749 Bureau,749局,2024,2024-10-01,6.345,74,49.3373,zh,L’histoire d’un jeune homme qui est entraîné dans un mystérieux bureau de lutte contre le crime au moment même où une catastrophe est déclenchée par des créatures inconnues se propageant à travers le monde.,False
550,Fight Club,Fight Club,1999,1999-10-15,8.438,31260,48.2163,en,"Le narrateur, sans identité précise, vit seul, travaille seul, dort seul, mange seul ses plateaux‐repas pour une personne comme beaucoup d’autres personnes seules qui connaissent la misère humaine, morale et sexuelle. C’est pourquoi il va devenir membre du Fight club, un lieu clandestin où il va pouvoir retrouver sa virilité, l’échange et la communication. Ce club est dirigé par Tyler Durden, une sorte d’anarchiste entre gourou et philosophe qui prêche l’amour de son prochain.",False
157336,Interstellar,Interstellar,2014,2014-11-05,8.466,38637,47.1242,en,"Dans un futur proche, face à une Terre exsangue, un groupe d’explorateurs utilise un vaisseau interstellaire pour franchir un trou de ver permettant de parcourir des distances jusque‐là infranchissables. Leur but : trouver un nouveau foyer pour l’humanité.",False
772462,No Me Sigas,No Me Sigas,2025,2025-10-30,6.3,32,47.0213,es,,False
575265,Mission : Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,2025,2025-05-17,7.202,2433,46.3232,en,"Ethan Hunt se rend à Londres avec son équipe dans l'espoir de remonter la piste du mystérieux Gabriel, qu'il a affronté deux mois auparavant à bord de l'Orient-Express et qui détient la clé contrôlant l’intelligence artificielle toute puissante surnommée l'Entité. Adulée par les uns, redoutée par les autres, l’Entité se distingue par sa capacité à prédire toutes les éventualités possibles. Elle connaît parfaitement les forces et faiblesses d’Ethan et de son équipe. Gabriel compte l'utiliser pour mettre en œuvre son plan ultime : annihiler Ethan et son équipe, s’emparer de tous les systèmes de défense planétaires et déclencher la Troisième Guerre mondiale.",False
1043197,Dust Bunny,Dust Bunny,2025,2025-12-11,7.0,58,46.1891,en,Une petite fille de huit ans pense qu'un monstre tapi sous son lit a mangé sa famille. Elle se rapproche de sa voisine pour l'aider à tuer le monstre.,False
1471345,Homo Argentum,Homo Argentum,2025,2025-08-14,6.056,18,45.1011,es,,False
980477,Ne Zha 2,哪吒之魔童闹海,2025,2025-01-29,8.1,555,43.424,zh,"Après la catastrophe, bien que les âmes de Ne Zha et d'Ao Bing aient été sauvées, leurs corps sont menacés de destruction. Pour leur redonner vie, Taiyi Zhenren se tourne vers le lotus mystique aux sept couleurs dans une tentative audacieuse de les reconstruire et de changer leur destin.",False
967941,Wicked : Partie II,Wicked: For Good,2025,2025-11-19,6.7,725,42.7893,en,"Depuis qu'elle s'est opposée au Magicien d'Oz, Elphaba est surnommée la Méchante sorcière de l'Ouest par la population du Pays d'Oz qui pense qu'elle est maléfique. De son côté, Glinda est devenu la figure populaire du régime du Magicien et est surnommée la Bonne Glinda, tandis que Fiyero devient le capitaine de la garde du Magicien, bien qu'il doute encore de la culpabilité d'Elphaba.",False
911430,F1® Le Film,F1,2025,2025-06-25,7.8,3098,42.7135,en,"Sonny Hayes était le prodige de la F1 des années 90 jusqu’à son terrible accident. Trente ans plus tard, devenu un pilote indépendant, il est contacté par Ruben Cervantes, patron d’une écurie en faillite qui le convainc de revenir pour sauver l’équipe et prouver qu’il est toujours le meilleur. Aux côtés de Joshua Pearce, diamant brut prêt à devenir le numéro 1, Sonny réalise vite qu'en F1, son coéquipier est aussi son plus grand rival, que le danger est partout et qu'il risque de tout perdre.",False
1234821,Jurassic World : Renaissance,Jurassic World Rebirth,2025,2025-07-01,6.347,2841,42.1028,en,"Une nouvelle ère voit le jour. Une équipe visite le lieu le plus risqué sur terre, une île sur laquelle vivent des dinosaures trop dangereux pour le Parc Jurassique original. Leur mission : recueillir l'ADN de trois dinosaures gigantesques pour créer un médicament aux bienfaits miraculeux. Dans cette contrée truffée de périls, ils découvrent un secret dissimulé au monde entier depuis des décennies.",False
1315303,Primate,Primate,2026,2026-01-01,6.6,37,41.8857,en,"Lucy, une étudiante, passe ses vacances avec ses amis dans la maison familiale à Hawaï, où vit également Ben, son chimpanzé domestique. Cependant, lorsque Ben contracte la rage après avoir été mordu par un animal enragé, le groupe doit lutter pour survivre et échapper au chimpanzé devenu violent.",False
269149,Zootopie,Zootopia,2016,2016-02-11,7.758,17521,41.2478,en,"Avec ses quartiers comme la très chic Place du Sahara ou le glacial Toundraville, la métropole Zootopie, où ne vivent que des mammifères, est un melting pot où toutes les espèces cohabitent. Qu’on soit un énorme éléphant ou une minuscule musaraigne, tout le monde y a sa place. Mais quand l’optimiste agent Judy Hopps arrive en ville, elle découvre qu’être le premier lapin dans la police, au milieu d'animaux costauds, n’est pas si simple. Pour faire ses preuves, elle décide de résoudre une enquête, même si pour cela, elle doit faire équipe avec Nick Wilde, un renard beau parleur et roi de l’arnaque. Certaines séquences ou certains motifs lumineux clignotants sont susceptibles d'affecter les téléspectateurs photosensibles.",False
1083637,Kantara A Legend: Chapter 1,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,2025,2025-10-01,7.017,58,40.5648,kn,"À l’époque de la puissante dynastie Kadamba, se révèle l’origine de Kaadubettu Shiva. Le récit nous entraîne dans une nature indomptée, entre mythes enfouis et légendes oubliées, pour dévoiler les mystères de son passé.",False
1087192,Dragons,How to Train Your Dragon,2025,2025-06-06,7.96,2473,39.1243,en,"Sur l'île accidentée de Berk, où Vikings et dragons se vouent une haine viscérale depuis des générations, Harold fait figure d'exception. Fils inventif mais négligé du chef Stoïck la Brute, il bouscule les traditions en se liant d'amitié avec Krokmou, une Furie nocturne. Leur duo improbable va révéler la vraie nature des dragons et bouleverser les fondements de la société viking. Avec la forte et ambitieuse Astrid et l'excentrique forgeron du village Gueulfor à ses côtés, Harold fait face à un monde déchiré par la peur et l'incompréhension. Lorsqu'une ancienne menace refait surface et met en péril les Vikings autant que les dragons, l'amitié entre Harold et Krokmou devient la clé de l'élaboration d'un avenir meilleur. Ensemble, ils doivent trouver la voie menant à la paix, s'envolant au-delà des frontières de leurs mondes pour redéfinir la véritable nature d'un héros et d'un chef.",False
252969,Plaisirs secret,Secret Pleasures,2002,2002-10-15,2.611,9,38.909,en,"Une jolie détective experte en cas d'infidélité conjugale est engagée par un mystérieux millionnaire, ignorant qu'elle va s'impliquer dans un triangle amoureux fiévreux pour rassembler toutes les preuves dont elle a besoin pour terminer l'affaire.",False
447273,Blanche Neige,Snow White,2025,2025-03-19,4.296,1512,38.8692,en,"Furieuse d'entendre son miroir magique déclarer que sa belle-fille Blanche-Neige la surpasse en beauté, la reine maléfique donne ordre à son chasseur de la tuer, à la faveur d'une cueillette de pommes dans la forêt près du château. Mais ce dernier, attendri par la bonté naturelle de la jeune princesse, la laisse s’enfuir. Guidée par les animaux de la forêt, celle-ci trouve refuge chez sept nains, qui triment dur dans une mine de diamants. Aux côtés de ceux-ci et de Jonathan, un rebelle à la tête d'une bande de voleurs fidèles au défunt roi, Blanche-Neige mène la révolte contre sa puissante belle-mère.",False
