id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
135397,Jurassic World,Jurassic World,2015,2015-06-06,6.7,21240,10.5965,en,"Après le décès de son fondateur John Hammond, la société de biotechnologie InGen a été rachetée par Simon Masrani, PDG de la Masrani Global Corporation. Deux décennies après les événements tragiques de 1993, un nouveau parc a ouvert ses portes sur Isla Nublar, au large du Costa Rica. C’est plus de vingt mille visiteurs qui débarquent chaque jour à « Jurassic World », le « plus grand parc à thèmes jamais construit dans l’histoire humaine » pour profiter pleinement du cadre idyllique de l’île et de ses attractions. Les scientifiques de la réserve biologique, sous la direction du Dr Henry Wu, étudient le comportement des animaux, des dinosaures vivants recréés à partir de leur ADN fossilisé dans de lʼambre. Mais alors que tout le monde croyait les leçons du passé assimilées, un nouvel incident éclate…",False
420818,Le Roi Lion,The Lion King,2019,2019-07-12,7.097,10613,9.8914,en,"Au fond de la savane africaine, tous les animaux célèbrent la naissance de Simba, leur futur roi. Les mois passent. Simba idolâtre son père, le roi Mufasa, qui prend à cœur de lui faire comprendre les enjeux de sa royale destinée. Mais tout le monde ne semble pas de cet avis. Scar, le frère de Mufasa, l'ancien héritier du trône, a ses propres plans. La bataille pour la prise de contrôle de la Terre des Lions est ravagée par la trahison, la tragédie et le drame, ce qui finit par entraîner l'exil de Simba. Avec l'aide de deux nouveaux amis, Timon et Pumbaa, le jeune lion va devoir trouver comment grandir et reprendre ce qui lui revient de droit.",False
24428,Avengers,The Avengers,2012,2012-04-25,7.915,35270,72.9487,en,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",False
168259,Fast & Furious 7,Furious 7,2015,2015-04-01,7.218,11096,10.3424,en,"Laissé à moitié mort par Dominic Toretto et son clan de voleur de voitures as du volant, le criminel Owen Shaw gît sur un lit d'hôpital à Londres. Déterminé à le venger, son frère Deckard Shaw commet des attaques vicieuses contre les membres de la famille de Toretto, notamment contre sa sœur, son beau-frère et leur petit garçon. Une aide inespérée leur parvient en la personne de Frank Petty, agent des services secrets américains aux ressources impressionnantes. Il promet assistance à Dominic, en échange de quoi ce dernier devra libérer une talentueuse informaticienne, nommée Ramsey, qui a mis au point un logiciel de surveillance ultraperfectionné baptisé « God's Eye ». La jeune femme est en effet retenue prisonnière par Jakande, un dangereux terroriste, au milieu des inaccessibles montagnes de l'Azerbaïdjan. Le clan de Dominic se reforme donc pour cette dangereuse mission.",False
361743,Top Gun : Maverick,Top Gun: Maverick,2022,2022-05-21,8.2,10503,18.8387,en,"Après avoir été l’un des meilleurs pilotes de chasse de l'Aéronavale américaine pendant plus de trente ans, Pete “Maverick"" Mitchell continue à repousser ses limites en tant que pilote d'essai. Il refuse de monter en grade, car cela l’obligerait à renoncer à voler. Il est chargé de former un détachement de jeunes diplômés de l’école Top Gun pour une mission spéciale qu’aucun pilote n'aurait jamais imaginée. Lors de cette mission, Maverick rencontre le lieutenant Bradley “Rooster” Bradshaw, le fils de son défunt ami, le navigateur Nick “Goose” Bradshaw. Face à un avenir incertain, hanté par ses fantômes, Maverick va devoir affronter ses pires cauchemars au cours d’une mission qui exigera les plus grands sacrifices.",False
330457,La Reine des neiges II,Frozen II,2019,2019-11-20,7.2,10124,10.4355,en,"Elsa, Anna, Kristoff, Olaf et Sven voyagent bien au‐delà des portes d’Arendelle à la recherche de réponses sur le passé d’Elsa. Cette dernière rencontre un Nokk – un esprit d’eau mythique prenant la forme d’un cheval – qui utilise le pouvoir de l’océan pour protéger les secrets de la forêt.",False
346698,Barbie,Barbie,2023,2023-07-19,6.9,10680,21.7646,en,"Parallèlement au réel, il existe Barbie Land, un monde parfait où les poupées Barbie vivent joyeusement, persuadées d'avoir rendu les filles humaines heureuses. Mais un jour, une Barbie commence à se poser des questions et à devenir humaine. Sur les conseils d'une Barbie étrange, elle part pour le monde réel afin de retrouver la fille à laquelle elle appartenait afin de pouvoir retrouver sa perfection. Dans sa quête, elle est accompagnée par un Ken fou amoureux d'elle qui va également trouver un sens à sa vie dans le monde réel…",False
99861,Avengers : L'Ère d'Ultron,Avengers: Age of Ultron,2015,2015-04-22,7.271,24035,15.5106,en,"Alors que Tony Stark tente de relancer un programme de maintien de la paix jusque-là suspendu, les choses tournent mal et les super-héros Iron Man, Captain America, Thor, Hulk, Black Widow et Hawkeye vont devoir à nouveau unir leurs forces pour combattre le plus puissant de leurs adversaires : le terrible Ultron, un être technologique terrifiant qui s’est juré d’éradiquer l’espèce humaine. Afin d’empêcher celui-ci d’accomplir ses sombres desseins, des alliances inattendues se scellent, les entraînant dans une incroyable aventure et une haletante course contre le temps…",False
502356,"Super Mario Bros., le film",The Super Mario Bros. Movie,2023,2023-04-05,7.598,10205,17.1343,en,"Alors qu’ils tentent de réparer une canalisation souterraine, Mario et son frère Luigi, tous deux plombiers, se retrouvent plongés dans un nouvel univers féerique à travers un mystérieux conduit. Mais lorsque les deux frères sont séparés, Mario s’engage dans une aventure trépidante pour retrouver Luigi. Dans sa quête, il peut compter sur l’aide du champignon Toad, habitant du Royaume Champignon, et les conseils avisés, en matière de techniques de combat, de la Princesse Peach, guerrière déterminée à la tête du Royaume. C’est ainsi que Mario réussit à mobiliser ses propres forces pour aller au bout de sa mission.",False
284054,Black Panther,Black Panther,2018,2018-02-13,7.364,23094,11.1124,en,"Après les événements qui se sont déroulés dans « Captain America : Civil War », T’Challa revient chez lui prendre sa place sur le trône du Wakanda, une nation africaine technologiquement très avancée. Mais lorsqu’un vieil ennemi resurgit, le courage de T’Challa est mis à rude épreuve, aussi bien en tant que souverain qu’en tant que Black Panther. Il se retrouve entraîné dans un conflit qui menace non seulement le destin du Wakanda, mais celui du monde entier…",False
12445,Harry Potter et les Reliques de la Mort - 2ème partie,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,8.082,21593,16.4444,en,Le combat entre les puissances du bien et du mal de l’univers des sorciers se transforme en guerre sans merci. L’école Poudlard est désormais sous la coupe du professeur Rogue et des force des ténèbres. Les enjeux sont devenus considérables et personne n’est plus en sécurité alors que se rapproche l’ultime épreuve de force avec Voldemort…,False
533535,Deadpool & Wolverine,Deadpool & Wolverine,2024,2024-07-24,7.562,8178,25.5791,en,"Un Wade Wilson désabusé s'abrutit de travail dans le civil. Sa vie de mercenaire moralement flexible, Deadpool, est derrière lui. Mais quand son monde est menacé d'anéantissement, il accepte à contrecœur de reprendre le flambeau, et de convaincre un Wolverine non moins contre-cœureux... contre-cordial ? Contre-cardiaque ? Il doit le convaincre de... ah, laisse tomber, va voir le film. Un synopsis, c'est débile. Mais entends l'avertissement : des flashs lumineux dans l'image pourraient affecter les spectateurs photosensibles.",False
181808,Star Wars : Les Derniers Jedi,Star Wars: The Last Jedi,2017,2017-12-13,6.761,16036,9.8429,en,"Le Premier Ordre étend ses tentacules aux confins de l’univers, poussant la Résistance dans ses retranchements. Il est impossible de se sauver à la vitesse de la lumière avec cet ennemi continuellement aux trousses. Cela n’empêche pas Finn et ses camarades de tenter d’identifier une brèche chez leur adversaire. Pendant ce temps, Rey se trouve toujours sur la planète Ahch‐To pour convaincre Luke Skywalker de lui enseigner les rudiments de la Force.",False
83533,Avatar : De feu et de cendres,Avatar: Fire and Ash,2025,2025-12-17,7.34,1542,260.4923,en,"Après la mort de Neteyam, Jake et Neytiri affrontent leur chagrin tout en faisant face au Peuple des Cendres, une tribu Na’vi redoutable menée par le fougueux Varang, alors que le conflit sur Pandora s’intensifie et qu’une nouvelle quê morale s’amorce.",False
351286,Jurassic World : Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,2018-06-06,6.535,12494,9.4184,en,"Cela fait maintenant trois ans que les dinosaures se sont échappés de leurs enclos et ont détruit le parc à thème et complexe de luxe Jurassic World. Isla Nublar a été abandonnée par les humains alors que les dinosaures survivants sont livrés à eux-mêmes dans la jungle. Lorsque le volcan inactif de l'île commence à rugir, Owen et Claire s’organisent pour sauver les dinosaures restants de l’extinction.",False
109445,La Reine des neiges,Frozen,2013,2013-11-20,7.248,17291,20.2399,en,"Anna, une jeune fille aussi audacieuse qu’optimiste, se lance dans un incroyable voyage en compagnie de Kristoff, un montagnard expérimenté, et de son fidèle renne, Sven à la recherche de sa sœur, Elsa, la Reine des Neiges qui a plongé le royaume d’Arendelle dans un hiver éternel…  En chemin, ils vont rencontrer de mystérieux trolls et un drôle de bonhomme de neige nommé Olaf, braver les conditions extrêmes des sommets escarpés et glacés, et affronter la magie qui les guette à chaque pas.",False
321612,La Belle et la Bête,Beauty and the Beast,2017,2017-03-16,6.968,15880,19.2227,en,"Une nouvelle adaptation live du conte ""La Belle et la Bête"".  Belle, jeune fille rêveuse et passionnée de littérature, vit avec son père, un vieil inventeur farfelu. S'étant perdu une nuit dans la fôret, ce dernier se réfugie au château de la Bête, qui le jette au cachot. Ne pouvant supporter de voir son père emprisonné, Belle accepte alors de prendre sa place, ignorant que sous le masque du monstre se cache un Prince Charmant tremblant d'amour pour elle, mais victime d'une terrible malédiction.",False
260513,Les Indestructibles 2,Incredibles 2,2018,2018-06-14,7.453,13453,7.9735,en,"Les Parr reprennent du service ! Alors qu'Hélène est appelée pour redorer le blason des super-héros, Bob découvre la vie ""normale"" avec Violette, Flèche et le bébé Jack-Jack, dont les super pouvoirs sont sur le point de se révéler. Leur mission tourne court lorsqu'un nouveau méchant débarque avec un plan brillant. Mais les Parr ne fuient jamais les défis, surtout avec Frozone à leurs côtés.",False
337339,Fast & Furious 8,The Fate of the Furious,2017,2017-04-12,6.859,10659,7.4471,en,"Maintenant que Dom et Letty sont en lune de miel, que Brian et Mia se sont rangés et que le reste de l’équipe a été disculpé, la bande de globe-trotteurs retrouve un semblant de vie normale. Mais quand une mystérieuse femme entraîne Dom dans le monde de la criminalité, ce dernier ne pourra éviter de trahir ses proches qui vont faire face à des épreuves qu’ils n’avaient jamais rencontrées jusqu’alors.  Des rivages de Cuba aux rues de New York en passant par les plaines gelées de la mer arctique de Barrents, notre équipe va sillonner le globe pour tenter d'empêcher une anarchiste de déchaîner un chaos mondial et de ramener à la maison l’homme qui a fait d’eux une famille.",False
68721,Iron Man 3,Iron Man 3,2013,2013-04-18,6.931,23065,16.141,en,"Tony Stark, l’industriel flamboyant qui est aussi Iron Man, est confronté cette fois à un ennemi qui va attaquer sur tous les fronts. Lorsque son univers personnel est détruit, Stark se lance dans une quête acharnée pour retrouver les coupables. Plus que jamais, son courage va être mis à l’épreuve, à chaque instant. Dos au mur, il ne peut plus compter que sur ses inventions, son ingéniosité, et son instinct pour protéger ses proches. Alors qu’il se jette dans la bataille, Stark va enfin découvrir la réponse à la question qui le hante secrètement depuis si longtemps : est‐ce l’homme qui fait le costume ou bien le costume qui fait l’homme ?",False
211672,Les Minions,Minions,2015,2015-06-17,6.4,10945,3.8915,en,"À la nuit des temps des temps. À l’origine, de simples organismes monocellulaires de couleur jaune, les Minions ont évolué au cours des âges au service de maîtres plus abjects les uns que les autres. Les disparitions répétitives de ceux‐ci, des tyrannosaures à Napoléon, ont plongé nos mignons personnages dans une profonde dépression. Mais l’un d’eux, prénommé Kevin, a une idée. Flanqué de Stuart, l’adolescent rebelle et de l’adorable petit Bob, Kevin part à la recherche d’un nouveau patron malfaisant pour guider les siens. Nos trois Minions se lancent dans un palpitant voyage qui va les conduire à leur nouveau maître… qui s’avère être une maîtresse : Scarlet Overkill, la première super‐vilaine de l’histoire. De l’Antarctique au New York des années 60, nos trois compères arrivent finalement à Londres, à l’apogée des mods, où ils vont devoir faire face à la plus terrible menace de leur existence : l’annihilation de leur espèce.",False
271110,Captain America : Civil War,Captain America: Civil War,2016,2016-04-27,7.447,23670,13.3568,en,"Steve Rogers est désormais à la tête des Avengers, dont la mission est de protéger l’humanité. À la suite d’une de leurs interventions qui a causé d’importants dégâts collatéraux, le gouvernement décide de mettre en place un organisme de commandement et de supervision. Cette nouvelle donne provoque une scission au sein de l’équipe : Steve Rogers reste attaché à sa liberté de s’engager sans ingérence gouvernementale, tandis que d’autres se rangent derrière Tony Stark, qui contre toute attente, décide de se soumettre au gouvernement…",False
297802,Aquaman,Aquaman,2018,2018-12-07,6.869,14681,7.2694,en,"Personnage légendaire depuis 70 ans, Aquaman est le Roi des Sept Mers, régnant à contrecœur sur Atlantis. Pris en étau entre les Terriens qui détruisent constamment la mer et les habitants d'Atlantis prêts à se révolter, Aquaman doit protéger la planète tout entière…",False
429617,Spider-Man : Far From Home,Spider-Man: Far From Home,2019,2019-06-28,7.397,16606,18.3114,en,Peter et ses amis passent leurs vacances d’été en Europe. Mais ils n’auront pas vraiment l’occasion de se reposer puisque Peter accepte d’aider Nick Fury pour débusquer les mystérieuses créatures qui sont la cause des catastrophes naturelles qui frappent le continent.,False
299537,Captain Marvel,Captain Marvel,2019,2019-03-06,6.789,16461,9.419,en,Captain Marvel raconte l’histoire de Carol Danvers qui va devenir l’une des super-héroïnes les plus puissantes de l’univers lorsque la Terre se révèle l’enjeu d’une guerre galactique entre deux races extraterrestres.,False
38356,Transformers 3 : La Face cachée de la Lune,Transformers: Dark of the Moon,2011,2011-06-28,6.222,8760,2.5325,en,"Les Autobots Bumblebee, Ironhide, Ratchet et Sideswipe menés par Optimus Prime sont de retour en action, toujours contre les maléfiques Decepticons, bien décidés à se venger de leur défaite. Dans ce nouvel opus, Autobots et Decepticons s'avèrent avoir été impliqués dans la course à l'espace que s'étaient lancés les États-Unis et l'URSS. Une course qui va remonter jusqu'à Sam Witwicky, qui aura à nouveau besoin de l'aide de ses amis robots. De nouveaux Transformers rejoignent la bataille dont l'ancien Decepticons Shockwave, devenu dictateur sur la planète Cybertron alors que les Autobots et les Decepticons poursuivent leur guerre sur Terre.",False
122,Le Seigneur des anneaux : Le Retour du roi,The Lord of the Rings: The Return of the King,2003,2003-12-17,8.492,25894,23.125,en,"La bataille pour la Terre du Milieu a commencé. Frodon et Sam, guidés par Gollum, poursuivent leur mission à travers les terres du Mordor pour détruire l'Anneau Unique. Tandis que le pouvoir de Sauron grandit, Aragorn, l'héritier du trône du Gondor, rassemble l'armée des Hommes contre les forces du Mal, afin de laisser une chance au porteur de l'Anneau d'accomplir sa quête…",False
37724,Skyfall,Skyfall,2012,2012-10-24,7.256,15829,7.6659,en,"Lorsque la dernière mission de Bond tourne mal, plusieurs agents infiltrés se retrouvent exposés dans le monde entier. Le MI6 est attaqué, et M est obligée de relocaliser l’Agence. Ces événements ébranlent son autorité, et elle est remise en cause par Mallory, le nouveau président de l’ISC, le comité chargé du renseignement et de la sécurité. Le MI6 est à présent sous le coup d’une double menace, intérieure et extérieure. Il ne reste à M qu’un seul allié de confiance vers qui se tourner: Bond. Plus que jamais, 007 va devoir agir dans l’ombre. Avec l’aide d’Ève, un agent de terrain, il se lance sur la piste du mystérieux Silva, dont il doit identifier coûte que coûte l’objectif secret et mortel.",False
91314,Transformers : L’Âge de l’extinction,Transformers: Age of Extinction,2014,2014-06-25,5.957,8581,9.9758,en,"Alors que l’humanité panse ses plaies, après les événements de Transformers : La Face cachée de la Lune, les Autobots et les Decepticons ont disparu de la surface de la Terre. Mais un groupe formé de financiers et scientifiques puissants et ingénieux étudient les invasions successives des Transformers, afin de repousser les limites de la technologie au‐delà de ce qu’ils peuvent contrôler. Et pendant ce temps, une menace Transformer ancienne et puissante prend la Terre pour cible.",False
49026,The Dark Knight Rises,The Dark Knight Rises,2012,2012-07-17,7.791,23899,14.4033,en,"Afin que l'image de l'ex-procureur Harvey Dent reste un modèle du genre pour les citoyens de Gotham City, Batman a endossé les crimes de ce dernier et a été chassé de la ville par les autorités.  Huit ans plus tard, alors que Gotham City est de nouveau sûre, le commissaire Gordon tombe sur un complot qui vise à détruire la ville de l'intérieur.  Il fait appel à Batman. Ce dernier devra faire face à la mystérieuse Selina Kyle et à Bane, un adversaire mortel, qui veut mettre en pièce le symbole Batman.",False
475557,Joker,Joker,2019,2019-10-01,8.129,27195,16.9607,en,"Dans les années 1980, à Gotham City, Arthur Fleck, un humoriste de stand‐up raté, bascule dans la folie et devient le Joker.",False
181812,Star Wars : L'Ascension de Skywalker,Star Wars: The Rise of Skywalker,2019,2019-12-18,6.277,10562,9.3735,en,"Environ un an après la mort de Luke Skywalker, la Résistance tente de survivre face au Premier Ordre, désormais mené par un nouveau Suprême Leader, Kylo Ren. Une rumeur agite cependant toute la galaxie : l'Empereur Palpatine serait de retour. Tandis que Rey s'entraîne sous la houlette de la générale Leia Organa, Kylo Ren cherche à défier Palpatine, qu'il considère comme une menace à son pouvoir.",False
301528,Toy Story 4,Toy Story 4,2019,2019-06-19,7.5,10303,7.9983,en,"Woody a toujours privilégié la joie et le bien‐être de ses jeunes propriétaires – Andy puis Bonnie – et de ses compagnons, n’hésitant pas à prendre tous les risques pour eux, aussi inconsidérés soient‐ils. L’arrivée de Forky, un nouveau jouet qui ne veut pas en être un dans la chambre de Bonnie, met toute la petite bande en émoi. C’est le début d’une grande aventure et d’un extraordinaire voyage pour Woody et ses amis. Le cowboy va découvrir à quel point le monde peut être vaste pour un jouet…",False
10193,Toy Story 3,Toy Story 3,2010,2010-06-16,7.804,15400,12.4165,en,"Woody, Buzz l’Éclair et le reste des jouets reviennent dans une toute nouvelle aventure avec quelques nouveaux visages dont Ken et Barbie, le hérisson La Brosse et l’ours Lotso. Andy se prépare à partir pour l’université et Woody, Buzz, Jessie et les autres jouets se demandent ce qu’ils vont devenir. Quand ils arrivent à Sunnyside, c’est le début d’une nouvelle aventure.",False
58,Pirates des Caraïbes : Le Secret du coffre maudit,Pirates of the Caribbean: Dead Man's Chest,2006,2006-07-06,7.374,16823,15.5044,en,"Le pirate Jack Sparrow est confronté à son passé. Treize ans auparavant, il signait un pacte avec Davey Jones, le maléfique maître des sept mers. En échange de son âme, ce dernier lui promettait le commandement du mythique Black Pearl… Aujourd’hui, Jones vient donc récupérer sa dette.",False
1241982,Vaiana 2,Moana 2,2024,2024-11-21,7.002,2895,24.149,en,"Après avoir reçu une invitation inattendue de ses ancêtres, Vaiana entreprend un périple qui la conduira jusqu’aux eaux dangereuses situées aux confins des mers des îles du Pacifique. Elle y vivra des péripéties comme jamais vécues auparavant.",False
330459,Rogue One : A Star Wars Story,Rogue One: A Star Wars Story,2016,2016-12-14,7.504,16088,4.9052,en,"Situé entre les épisodes III et IV de la saga Star Wars, le film nous entraîne aux côtés d’individus ordinaires qui, pour rester fidèles à leurs valeurs, vont tenter l’impossible au péril de leur vie. Ils n’avaient pas prévu de devenir des héros, mais dans une époque de plus en plus sombre, ils vont devoir dérober les plans de l’Étoile de la Mort, l’arme de destruction ultime de l’Empire.",False
420817,Aladdin,Aladdin,2019,2019-05-22,7.088,10463,8.6551,en,"Quand un charmant garçon des rues du nom d’Aladdin cherche à conquérir le cœur de la belle, énigmatique et fougueuse princesse Jasmine, il fait appel au tout puissant Génie, le seul qui puisse lui permettre de réaliser trois vœux, dont celui de devenir le prince Ali pour mieux accéder au palais…",False
1865,Pirates des Caraïbes : La Fontaine de jouvence,Pirates of the Caribbean: On Stranger Tides,2011,2011-05-15,6.565,14690,20.1483,en,"Dans cette histoire pleine d’action, où vérité, trahison, jeunesse éternelle et mort forment un cocktail explosif, le capitaine Jack Sparrow retrouve une femme qu’il a connu autrefois. Leurs liens sont‐ils faits d’amour ou, cette femme n’est‐elle qu’une aventurière sans scrupules qui cherche à l’utiliser pour découvrir la légendaire Fontaine de Jouvence ? Lorsqu’elle l’oblige à embarquer à bord du Queen Anne’s Revenge, le bateau du terrible pirate Barbe‐Noire, Jack ne sait plus ce qu’il doit craindre le plus : Le redoutable maître du bateau ou cette femme surgit de son passé…",False
552524,Lilo & Stitch,Lilo & Stitch,2025,2025-05-17,7.232,1976,22.5534,en,"Sur l'île d'Hawaï, une petite fille espiègle nommée Lilo adopte ce qu'elle croit être un chien étrange, qu'elle prénomme Stitch. Mais Stitch est en réalité une créature extraterrestre créée pour semer le chaos. Malgré son tempérament destructeur, il découvre peu à peu les valeurs de l’amitié, de l’amour et de la famille. Ensemble, Lilo et Stitch vont prouver qu’une vraie famille peut naître là où on s’y attend le moins. Un mélange d’humour, d’émotion et d’action dans cette réinvention en prises de vues réelles du classique animé de Disney.",False
324852,"Moi, moche et méchant 3",Despicable Me 3,2017,2017-06-15,6.464,7513,5.104,en,"Après avoir été licencié de la Ligue Anti‐Villain pour avoir échoué à capturer le dernier méchant capable de menacer l’humanité, Gru se trouve confronté à une crise d’identité majeure. Mais quand se présente un étranger mystérieux qui l’informe du décès de son père mais aussi de l’existence d’un frère jumeau – un frère qui veut désespérément suivre les traces méprisables de son jumeau – un ancien super‐méchant va redécouvrir à quel point c’est bon d’être mauvais.",False
127380,Le Monde de Dory,Finding Dory,2016,2016-06-16,7.04,12491,5.246,en,"Dory, le poisson bleu amnésique, décide de partir à la recherche de sa famille dont elle a été séparée enfant, accompagnée de ses amis Nemo et Marin. Se joignent à eux Hank, un poulpe grincheux, Bailey, un béluga complexé par rapport à son sonar biologique et Destiny, un requin-baleine myope. Elle se lance dans une aventure épique pour enquêter sur son passé et retrouver ses parents. Leur voyage va les emmener au Marine Life Institute, un conservatoire qui abrite diverses espèces océaniques.",False
269149,Zootopie,Zootopia,2016,2016-02-11,7.758,17540,39.9142,en,"Avec ses quartiers comme la très chic Place du Sahara ou le glacial Toundraville, la métropole Zootopie, où ne vivent que des mammifères, est un melting pot où toutes les espèces cohabitent. Qu’on soit un énorme éléphant ou une minuscule musaraigne, tout le monde y a sa place. Mais quand l’optimiste agent Judy Hopps arrive en ville, elle découvre qu’être le premier lapin dans la police, au milieu d'animaux costauds, n’est pas si simple. Pour faire ses preuves, elle décide de résoudre une enquête, même si pour cela, elle doit faire équipe avec Nick Wilde, un renard beau parleur et roi de l’arnaque. Certaines séquences ou certains motifs lumineux clignotants sont susceptibles d'affecter les téléspectateurs photosensibles.",False
12155,Alice au Pays des Merveilles,Alice in Wonderland,2010,2010-03-03,6.636,14562,11.8807,en,"Alice, désormais âgée de 19 ans, retourne dans le monde fantastique qu'elle a découvert quand elle était enfant. Elle y retrouve ses amis le Lapin Blanc, Bonnet Blanc et Blanc Bonnet, le Loir, la Chenille, le Chat du Cheshire et, bien entendu, le Chapelier Fou. Alice s'embarque alors dans une aventure extraordinaire où elle accomplira son destin : mettre fin au règne de terreur de la Reine Rouge.",False
49051,Le Hobbit : Un voyage inattendu,The Hobbit: An Unexpected Journey,2012,2012-12-12,7.367,19239,13.5712,en,"Dans un voyage inattendu, Bilbon Sacquet cherche à reprendre le Royaume perdu des Nains d'Erebor, conquis par le redoutable dragon Smaug. Alors qu'il croise par hasard la route du magicien Gandalf le Gris, Bilbon rejoint une bande de 13 nains dont le chef n'est autre que le légendaire guerrier Thorin Écu-de-Chêne. Leur périple les conduit au cœur du Pays Sauvage, où ils devront affronter des Gobelins, des Orques, des Ouargues meurtriers, des Araignées géantes, des Métamorphes et des Sorciers… Bien qu'ils se destinent à mettre le cap sur l'Est et les terres désertiques du Mont Solitaire, ils doivent d'abord échapper aux tunnels des Gobelins, où Bilbon rencontre la créature qui changera à jamais le cours de sa vie : Gollum.",False
